text,label
pypl morgan stanley maintained paypal coverage with overweight and 129 pt im still long,0
jmp securities maintained hood coverage with a market outperform and 28 price target,0
frln just out wedbush outperform rating and 3 pt,0
epix just out 25 price target at zacks small cap research ,0
am best removes from under review with negative implications and affirms credit ratings of rampq insurance holdings ltd and rated subsidiaries  ,0
kbra assigns preliminary ratings to progress residential 2022sfr6  ,0
kbra commentary on fire near starz mortgage securities 20211 dac brixton loan collateral  ,0
am best places credit ratings of brightsideco insurance limited under review with negative implications  ,0
ventass outlook revised by fitch ratings to stable  ,0
am best revises outlooks to positive for frank winston crum insurance company  ,0
am best comments on credit ratings of cova cooprations and partnerre ltd following sale completion  ,0
am best comments on credit ratings of athora holding ltds subs following its announced acquisition of a closed life and pension portfolio  ,0
am best affirms credit ratings of crum amp forster insurance groups members and monitor life insurance company of new york  ,0
am best assigns credit ratings to onix asigurari sa  ,0
nice named a leader in journey orchestration by top analyst firm  ,0
sampp affirms assured guarantys aa financial strength ratings with stable outlook ,0
am best places credit ratings of western health advantage under review with developing implications  ,0
jpmorgan analysts have put out their monthly list of topidea stocks ,0
grizzly researchs bear report on nio highlights possible accounting issues and corporate governance red flags ,0
klarnas valuation slashed to under 7bn in latest funding round ,0
kraft heinz coverage started at buy at mizuho citing portfolio with potential ,0
jpmorgan lifted to hold from sell at berenberg because good banks have bad years ,0
bank of america slashes sampp 500 target to lowest on the street after recession forecast ,0
twitter has a new bullish backer on wall street as rosenblatt securities said the social medias companys disclosures have flipped the narrative and now makes elon musk look like the bad guy ,0
twitters disclosure of very detailed efforts to explain its spam bot calculations to musk and musks reluctance to engage largely ends our skepticism about twitter and instead makes us skeptical about musk one analyst wrote ,0
klarna valuation slashed to 67 billion from 456 billion in new funding round ,0
lulu ftch jwn lululemon nike and nordstrom headline keybancs list of top retail picks ,0
nxpi on nvda citi gets positive on nxp on as firm says semiconductor rally could last into august ,0
tmus t vz citi still sees solid revenue growth in broadband wireless despite headwinds ,0
morf morphic coverage initiated with outperform by svb securities ,0
rgen repligen attracts initial bull rating at ubs group on longterm growth prospects ,0
www bird plby stifel downgrades allbirds wolverine plby in downbeat retail review ,0
goog googl exane hits sidelines on alphabet amid ad pressures rival headwinds ,0
ally ally financial downgraded to in line as delinquency rates rise ,0
exls g wns citi downgrades exlservice to sell over premium valuation ,0
cmi cummins downgraded at bernstein due to slowing demand ,0
czr caesars entertainment set to sellequivalent at susquehanna amid softening demand ,0
vblt vascular biogenics cut to neutral at hc wainwright after trial failure sinks stock 79 ,0
bmbl mtch jp morgan cuts online dating estimates on macro issues but stays positive ,0
hbm fqvlf fnv hudbay minerals upgraded at barclays as value emerges after copper selloff ,0
xom exxon upped to buy at piper sandler with refinery results poised to hit records ,0
tfc truist downgraded to hold at cfra with limited prospects in fee income growth ,0
dpz dominos pizza positioned to outperform in market down baird ,0
tak arwr takeda upgraded to outperform at cowen on valuation cash flow ,0
apls hc wainwright sees blockbuster potential for apellis treatment in eye degeneration ,0
ino inovio pharmaceuticals slotted at sector perform by rbc capital in initial rating look ,0
becn beacon roofing supply cut at william blair on peak margins slowing housing market ,0
klac amat intc kla corp applied materials intel among expected beneficiaries of chips act bofa says ,0
intc susquehanna cautious on intel going into q2 citing deteriorating pc demand ,0
czr caesars entertainment is singled out at b riley for earnings catalyst potential ,0
dice amgn dice therapeutics initiated at buy at wainwright on platform for small molecule drugs ,0
gm tsla general motors downgraded at deutsche amid pricing pressure recession risks ,0
cmg chipotle loses conviction buy list status at goldman sachs but is still a top restaurant pick ,0
bkng booking holdings called out at evercore isi for nearterm upside ,0
shoo rcky www b riley expects footwear stocks to stand firm amid market turmoil ,0
pen penumbra gains as rbc initiates at outperform with 59 upside ,0
mitt keefe bruyette analyst downgrades ag mortgage investment trust over sector concerns ,0
holx hologic cut to neutral at btig on macro concerns ,0
bl blackline falls after cut sell equivalent at bofa even after mampa speculation ,0
ip gpk containerboard check wells fargo downgrades international paper calls graphic packaging its top pick ,0
shop shopify is viewed cautiously by wells fargo into earnings print ,0
lly nvo nonof novo eli lilly to dominate gt50b obesity market morgan stanley ,0
dxcm bernstein initiates dexcom with an outperform rating citing long growth runway ,0
save ulcc jblu iss shifts view advises against spiritfrontier deal sans improved offer ,0
mlm vmc martin marietta raised to outperform at wolfe as 30 ytd drop excessive ,0
sre eix pcg sempra upgraded edison downgraded as bofa shuffles california utilities ,0
aptv adnt axl morgan stanley cuts pt on group 1 automotive american axle adient aptiv citing credit headwinds and slow growth ,0
task wells fargo cuts price target on taskus to 20 from 37 ,0
cf ntr cf industries nutrien slapped with sellequivalent ratings at credit suisse ,0
ags lnw igt casino stock playags sees lowered price target at deutsche amid a mixed bag of upside and downside risks ,0
sqsp shop wix jmp downgrades squarespace over product disparity with commerce platforms shopify wix ,0
jeld barclays downgrades jeldwen to equalweight from overweight cuts pt to 17 ,0
sah morgan stanley cuts sonic automotive forecast to reflect slowing growth and credit headwinds ,0
hmn horace mann educators price target cut post q2 results estimates and lower 2022 outlook ,0
twlo rng band morgan stanley cuts communication software stocks pt on cautious growth outlook ,0
aptv frey lea auto suppliers dealers see estimates cut by morgan stanley ahead of earnings season ,0
zeta wix user freshworks godaddy servicenow among saas software price target cut at morgan stanley on slowing demand ,0
plnt webr ebr harley davidson planet fitness picked as resilient recession stocks by bofa ,0
aos baird downgrades a o smith to neutral ,0
c analysts relatively optimistic on citigroups q2 earnings despite disappointing results by big banks ,0
ffiv f5 slips as credit suisse downgrades citing recent spending weakness for networking it ,0
esrt empire state realty trust upgraded to market perform at bmo on tourist rebound ,0
inse inspired entertainment is on watch after b riley calls out buying opportunity ,0
rba ritchie bros lands bull rating at bofa with auction cycle looking strong ,0
edu klthf hedgeye says go long new oriental education and short koolearn in new pair trade recommendation ,0
fisv fis cdlx fis fisv and cardlytics downgraded to equalweight at wells fargo ,0
aapl apples advertising business could be worth 20b by 2026 bofa says ,0
amd intc advanced micro devices rises as bmo upgrades citing continued superior execution ,0
rrr red rock resorts is named a best idea long at hedgeye ,0
slca us silica raised at morgan stanley on tightening frac sand conditions ,0
pwsc powerschool upgraded by goldman sachs pt set to 16 ,0
ce celanese cut at rbc on peak aceticvam prices higher leverage ,0
eb eventbrite initiated with a sector weight at keybanc ,0
apps u is digital turbine could be in play oppenheimer says following unityironsource deal ,0
bmrn vrtx vertex biomarin initiated at overweight at cantor fitzgerald on growth prospects ,0
vrrm baird downgrades verra mobility as valuation reflects balanced riskreward ,0
bhf barclays revises brighthouse financial estimates on negative equity market performance ,0
lpro jmp cuts pt on open lending reiterates market outperform rating ,0
rivn amzn rivian automotive is called an ev winner by canaccord genuity ,0
bbwi rayjay sees bath amp body works as a strong buy after recent selloff ,0
aapl citi cuts estimates on apple citing macro woes but offers 5 reasons to buy shares ,0
cmi cummins is a catalyst call buy at deutsche bank ,0
gbx analysts defend greenbrier despite postearnings plunge ,0
hqy mdrx goldman sachs initiates healthequity with sell rating allscripts healthcare with neutral ,0
sst system1 lands buy rating from bank of america in first ratings look ,0
unty unity bancorp added to us smallcap russell 2000 index ,0
srrk scholar rock initiated at buy at truist on platform for rare diseases and oncology ,0
hsc bmo analyst initiates coverage on harsco with market perform rating price target of 7 ,0
rnr renaissancere cut to hold at jefferies as investment losses may curtail buybacks ,0
ups expd chrw ups downgraded to sell knightswift upgraded at wolfe research ,0
dcp dcp midstream upgraded at rbc after recent sharp slide ,0
onem 1life healthcare downgraded to hold from buy at deutsche bank ,0
vrns varonis systems price target cut at barclays as stock slides to 52week low ,0
umc citi analyst downgrades united microelectronics to sell from buy considering expected weaker consumer demand ,0
hasi hannon armstrong falls on new short report from muddy waters ,0
aptv aptiv is viewed positively by oppenheimer ahead of earnings ,0
nvda amd swks keybanc cuts estimates on nvidia amd others as firm sees semi correction looming ,0
axp seic cof american express capital one sei investments cut at morgan stanley ,0
jpm pnc key jpmorgan upgraded to buy at citi regions financial cut to neutral ,0
knx evercore upgrades knightswift transportation amid attractive mampa prospects ,0
cof capital one downgraded to neutral as tangible book value growth stalls ,0
aapl apple lowering tradein prices implies strong demand bofa says ,0
mgnx macrogenics downgraded at bmo after discontinuation of cancer trial ,0
aapl qcom qrvo smartphone shipments seen declining in new cowen industry outlook ,0
onem cano osh onem stock underperforms valuebased care as evercore downgrades ,0
qrvo qorvo slips as cowen downgrades citing weakness in android handsets ,0
pipr piper sandler downgraded by wolfe research pt to 132 ,0
abc ci wba amerisourcebergen downgraded at evercore on valuation future operating performance ,0
xlk spy xly credit suisse wary on big tech earnings but oppenheimer highlights charts ,0
jack jack in the box is defended at guggenheim even as estimates are reeled in ,0
prvb hc wainwright cuts pt on provention bio to reflect recent financing ,0
etnb svb leerink slashes pt on 89bio ,0
elym svb leerink cuts pt on eliem therapeutics reaffirms outperform rating ,0
ttd crto snap stifel cuts ad industry estimates but still likes trade desk and criteo ,0
silk silk road medical falls after citigroup downgrades to sell from neutral ,0
nssc napco security technologies attract bull rating at b riley on school safety prospects ,0
giii giii apparel is viewed cautiously at wells fargo ,0
newr new relic goes into the red following morgan stanley downgrade ,0
twtr twitter shares could drop to 11share without deal analyst says ,0
goldman sachs downgrades copper price view through h2 to reflect nearterm stagnation gse 7200t vs 8875t previously sees gradual revival over first half of 2023 gse 8000t vs 10250t previously,0
goldman sachs revises copper price targets for 3612m to 670076009000t vs 86501050012000t previously,0
moodys downgrades pemexs ratings to b1 outlook changed to stable,0
sampp says twitter inc bb ratings remain on creditwatch negative as musk deal teeters,0
macquarie analyst chad beynon on casinos and gaming stocks the result in singapore which is the number one profit generating asset in the world came back to almost prerecession levels ,0
amazons ginormous retail business is being priced at virtually zero value making the stock attractive analyst  by briansozzi,0
disney offers something that streaming competitors are not offering analyst explains  by joshschafer ,0
futurum research principal analyst daniel newman on ibm q2 earnings i think this was a really good print for ibm full comments ,0
rosenblatt securities senior research analyst barton crockett breaks down the expectations for nflx q2 earnings ,0
gs has a pretty balanced business model jmp securities director of financial technology research devin ryan says adding their trading results were very resilient and that more than offset a little bit softer investment banking  ,0
morgan stanley bearish on auto sector but constructive on gm ford  by prass ,0
analyst slams netflixmicrosoft ad agreement says deal conceals hidden agenda  by briansozzi by alliecanal8193 ,0
costco will stay hot even as economy slows deutsche bank analyst says  by briansozzi ,0
analyst sees 45 rally recommends buying twitter ahead of musk legal battle  by briansozzi ,0
shortseller hindenburg research makes surprising new buy twitter  by briansozzi ,0
hindenburg research takes a significant long position on twtr shares as the social media platform sues elon musk over conditions of his 44b acquisition deal ,0
hindenburg research calls twtr shares positioning a credible threat to elon musks empire ,0
da davidson sr research analyst tom forte on amzn amid its prime day event this year an argument can be made that they need a sale full comments ,0
7 reasons why lululemons stock is a sell jefferies  by briansozzi ,0
upgrades 721 bhlb brx csx f idxx kt lvs swn downgrades 721 comp cook docu elan figs hsic nvta peco pvh pzza sft syk vblt zts,0
upgrades 720 alb allk axta baba bery chkp cvx dtm ego fmc fnv nflx vitl xyl downgrades 720 ally anet atra bird carr cmi eqr exls exp ffiv for googl holx jci jnpr mlnk nmr plby pypl see vblt vsta wec wu www wy,0
bernstein strategists say stocks have yet to see capitulation bbg ,0
downgrades 718 act aeva angn bl cmg crk eat foxa gm gt holx iex ip jhg laz lmnd mc mfa mgnx mitt nymt open para rdn udmy,0
morgan stanley sees stock losses even if theres no recession bbg ,0
upgrades 715 allo chx csx fti nsc nvo pfhc qcom downgrades 715 csco curv dal dre eric fstx man nex pfhc pten rhi rxt txg yelp,0
downgrades 714 aat aos bhp cdlx cfrx ci csco dg eix fast fele ffiv fis fisv ggg hayw himx ilmn inn is jeld mhk mpw nvei om pool site sqsp tel u wit,0
upgrades 714 amd aph cdw cnc cost edu esrt flyw hp iex jnpr mlm payo rba sre twtr wso,0
bank of america cuts sampp 500 price target by 20 to a new streetlow si ,0
downgrades 713 ael atra aud azek cdlx ce cs cvlt cwan czr docn eaf ecl fcx ffiv gps has hgen hrmy ilmn jnpr laz omf play scco se seas shw swim syf veri vrrm vsto yeti,0
upgrades 713 abev awi bntx cccs cts pwsc shyf slca tap,0
downgrades 711 abc alle ame bdx bros cdev civi cnx ctmx docn duol ffwm fsly itt kbh krus lulu lung man mc meta mgnx myps newr oi onem oxy pipr pnfp podd qrvo rdfn silk slrc su syk trow uaa upst,0
upgrades 711 apg ax bac esi fate fls hlt hon lea mar mat mrvl nssc rrc swn tmhc vc zg,0
dbrs morningstar confirms republic of ireland at aa low stable trend ,0
amzn citigroup cuts amazon price target to 180 from 205,0
xlk credit suisse wary on big tech earnings but oppenheimer highlights charts ,0
downgrading stocks upgrading credit  business investing stocks,0
bcs barclays interest rate leverage trading at bargain levels  business markets finance,0
more analysts covering apple are cutting their shareprice forecasts signaling growing concerns about an economic slowdown that could hurt the sales of its products ,0
piper sandler strategist michael kantrowitzs bear case for the sampp 500 is now his base case 3400 by yearend ,0
susquehanna analyst christopher stathoulopoulos upgraded southwest nyse luv from neutral to positive with a price target of 4500 streetinsider,0
mizuho securities analyst james lee lowered the price target on twitter inc nyse twtr to 3500 from 5400 while maintaining a neutral rating,0
sell figs ahead of possible us recession goldman sachs says ,0
goldman sachs traders countered the industrys underwriting slump with revenue gains that raced past analysts estimates the trading operation posted a 32 surge in secondquarter revenue that included another banner period for fixed income  ,2
goldman sachs crushes analysts expectations on strong bond trading results ,2
twitters board is holding musks feet to the fire to finish the deal at the agreed upon price one analyst said overall this has been a black eye for musk and a horror movie for twitter and its employees with no winners since the soap opera began ,2
twitter ceo parag agrawal would navigate a myriad of challenges ahead around employee turnovermorale advertising headwinds and more a wedbush analyst wrote in a note that slashed twtr price target to 30 from 43 ,2
twitter and elon musk are now in a high stakeshigh risk situation one analyst said ,9
ba upbeat boeing commercial airplanes chief says company on the upswing ,2
fitch naftogazs liquidity position could be significantly hit by amount of gas imports given high international prices,2
apples subscription pivot creates a clear path to a 3 trillionplus market cap says morgan stanley ,2
buynowpaylater giant klarnas valuation has been slashed to 67 billion in its latest funding round that will pay for further expansion in the us ,2
president williams discusses the extensive international coordination needed to transition away from libor its taken enormous effort publicprivate sector partnership investments in technology and processes and thinking through all these issues over many years he said ,2
president john c williams and chief executive nikhil rath thefca discuss the extensive preparations for libors transition and progress towards alternative reference rates learn more  ,2
equity release no 3 uk regulatory announcement frn variable rate fix  ,2
silverstone master uk regulatory announcement frn variable rate fix  ,2
silverstone master issuer plc uk regulatory announcement frn variable rate fix  ,2
united utilities water plc uk regulatory announcement frn variable rate fix  ,2
bank of new york mellon uk regulatory announcement frn variable rate fix  ,2
close brothers finance plc uk regulatory announcement frn variable rate fix  ,2
citibank uk regulatory announcement frn variable rate fix  ,2
macquarie grp ltd uk regulatory announcement frn variable rate fix  ,2
nordic investment bank uk regulatory announcement frn variable rate fix  ,2
bank of new york mellon uk regulatory announcement early repurchases  ,2
deutsche bank ag frn uk regulatory announcement frn variable rate fix  ,2
deutsche bank ag uk regulatory announcement frn variable rate fix  ,2
hsbc bank canada increases prime rate  ,2
paragon mortgages no 13 plc uk regulatory announcement frn variable rate fix  ,2
ge capital european funding uk regulatory announcement frn variable rate fix  ,2
csop usd money market fund to launch in singapore  ,2
lecmpa announces new lower rates  ,2
paragon mortgages no 27 plc uk regulatory announcement frn variable rate fix  ,2
thames water utilities fin plc uk regulatory announcement frn variable rate fix  ,2
its very awkward musk will likely have to buy twitter and then heres what happens when someone is forced to buy something they dont want according to former cfo amp coo ali rowghani  ,2
ford motor is preparing to cut as many as 8000 jobs in the coming weeks as the automaker tries to boost profits to fund its push into the electricvehicle market bloombergs keith naughton speaks on bloomberg markets the close  ,2
vp amp research and innovation director at loral japan amit jayaswal discusses the companys business strategy as it collaborates with companies from its green science project he also discusses how theyre employing the use of technology going forward  ,2
loral japan innovation director amit jayaswal discusses the companys business strategy as it collaborates with companies from its green science project watch the full japan ahead video  ,2
airbus ceo guillaume faury says the large backlog of orders is being constrained by the supply chain and sees strong momentum in the widebody aircraft business he also says he company is planning for energy shortages in europe  ,2
latest apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn the decision stems from a move to be more careful during uncertain times  ,2
breaking apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  ,2
if elon musk is forced to buy twitter yes he can indeed turn right around and sell it professor lawrence hamermesh talks to emilychangtv  ,2
watch as spacex launches a cargo mission to the international space station a robotic spacex dragon cargo capsule lifted off atop a twostage falcon 9 rocket from nasas kennedy space center in florida  ,2
update rivian is planning hundreds of layoffs to trim its workforce in areas where the electricvehicle maker has grown too quickly  ,2
amazons first us union faces an uphill battle after historic win at staten island warehouse ,2
ford reassures investors it has the battery supplies it needs for ambitious ev goals ,2
amazon makes returning products easy but the truth is theres no such this as a free return watch the full video here  ,2
toyota plans to roll out hydrogen fuelcell trucks for the japanese market next year ,2
baidus new robotaxi can drive without a steering wheel and is 50 cheaper ,2
microsoft eases up on hiring as economic concerns hit more of the tech industry ,2
ford just unveiled the f150 raptor r a new version of its highperformance offroad pickup with a supercharged 52liter v8 engine that produces 700 horsepower and 640 footpounds of torque take a look  ,2
tesla has dumped 75 of its bitcoin holdings a year after touting longterm potential ,2
gm just unveiled its new chevrolet blazer the companys latest electric vehicle take a look  ,2
minecraft creator rejects nfts citing a lack of inclusivity ,2
if you bought a macbook laptop between 2015 and 2019 and replaced the keyboard you might soon be eligible for up to 395 from apple ,2
for netflix one stock market fight is over but another is just beginning ,2
macys speeds up plans to open smaller stores outside of malls ,2
novavaxs new covid vaccine is perfect for people scared of mrna techbut it wont win over the unvaccinated via cnbcmakeit ,2
netflix loses fewer subscribers than expected and says cheaper ad tier is coming in early 2023 ,2
as debit and credit cards become more essential in our daily lives visa has quickly grown to become one of the most valuable companies in america so how exactly does visa make money watch the full video here  ,2
why is fords mustang ev dethroning its rivals watch robertoferris take the mustang mache gt for a spin to find out why it keeps winning so many awards  ,2
its been several years since tesla acquired solarcity for around 26 billion why hasnt teslas solar business taken off as elon musk promised watch the full video here  ,2
fords mustang mache electric crossover is a hit with industry insiders that could help it take on tesla ,2
watch jim cramers full interview with ibm ceo arvind krishna ,2
ford unveils its new f150 raptor r pickup with 700 horsepower take a look ,2
activision employees announce second union ahead of game companys sale to microsoft ,2
google will once again test augmented reality glasses in public ,2
former employees say issues plagued the crypto company celsius years ahead of bankruptcy ,2
google and chevron invest in nuclear fusion startup thats raised 12 billion ,2
apple agrees to pay up to 395 to macbook owners who replaced butterfly keyboards ,2
gm reveals its new electric chevrolet blazer priced starting at 45000 ,2
problems at celsius appear to have been simmering for years before the crypto lender filed for bankruptcy the company saw a range of internal missteps leading up to its recent turmoil according to former employees and internal documents cnbc reviewed ,2
goldman sachs has slowed its hiring and is looking to cut the fees that it pays vendors as the investment bank prepares for tougher times ahead ,2
spirit airlines plans crew base in united stronghold houston its third new outpost in five months ,2
will netflix keep losing subscribers this year investors are eager for guidance ,2
microsoft is adding video stories to teams to liven up the chat app ,2
tuesday july 19 2022 cramer on apples impact on the broader market ,9
youtube partners with shopify to add live shopping features ,2
google will let android developers use rival payments systems europe ,2
rollsroyce and easyjet to test hydrogen combustion engine tech for airplanes ,2
goldman sachs is looking at reinstating yearend job cuts as economic outlook dims ,2
softbank reportedly pauses plan for arms london listing ,2
walmart wants a bigger share of the ecommerce market and a key part of the retailers strategy counts on customer trust with walmarts inhome service employees walk into customers homes and put food directly into the fridge or on the kitchen counter  ,2
tiktok owner bytedance explores selfdesigned chips as china aims for semiconductor selfsufficiency ,2
audi just unveiled its new electric concept car the urbansphere take a look  ,2
mcdonalds franchisees polled by an owners group overwhelmingly support noconfidence vote on ceo ,2
fords first real attempt at an electric vehicle has been quite a hit with critics and could help the company take on tesla ,2
delta buys 100 boeing max planes its first major order with the manufacturer in more than a decade ,2
netflix investors brace for subscriber losses as company works on longterm fixes ,2
apple iphone remains in high demand despite inflation pressure ,2
goldmanbacked fintech starling withdraws european bank license application in blow to global ambitions ,2
ge reveals new company names as it approaches historic split ,2
boeing ceo says supply chain issues are hindering 737 max production increase ,2
snapchat is finally coming to the web after more than a decade as a mobile app ,2
us chip industry split over chips act benefits to intel ,2
microsoft president sees new era of stagnating labor pool ,2
teslas bitcoin holdings could result in a 460 million hit for the car maker barclays says ,2
meet bert and ernie two of amazons warehouse robots designed to improve worker safety  ,2
ford unveils new f150 raptor r pickup with 700 horsepower ,2
nike is making a strategic shift in how it manufactures ncaa fan apparel in a new deal with fanatics ,2
car manufacturers like tesla are embracing cobaltfree batteries while the metal increases battery life and energy density cobalt is expensive making up 30 of an evs total cost why else are tech companies and startups working to eliminate cobalt  ,2
teslas fsd beta can best be summarized as a host of new features that are not yet debugged watch the full video here  ,2
google vp says she always listens for these 6 things during the job interview theyre not often easy to spot via cnbcmakeit ,9
jeff bezos hired this amazon applicant on the spothere are the 2 interview questions he asked via cnbcmakeit ,2
we went for a ride with 3 test drivers for teslas fsd beta in different parts of the country to see how the system performs in the real world watch the full video here  ,2
tiktok shares your data more than any other social media app and its unclear where it goes a study says  via cnbcmakeit ,2
how activist investor elliott may plan to support value creation at pinterest ,2
google vp says she always listens for these 6 things during the job interview theyre not often easy to spot via cnbcmakeit ,2
apple announced a new feature for iphones called lockdown mode to protect highprofile users such as politicians and activists against statesponsored hackers ,2
theres an ev revolution sweeping the world but india is lagging behind so can tesla succeed in india watch the full video here  ,2
jennelias got to check out googles new bay view campus in california take a look  ,2
these are the 16 us stores that starbucks is set to close because of safety concerns ,2
review apples new macbook air is a nearperfect update but dont rule out the older model robotodd says ,2
amazon says no return items are sent to landfills how is that possible watch the video to learn how amazon and other companies are part of a growing corporate movement toward zero landfills  ,2
twitter board urges shareholders to approve sale to elon musk ,2
disney highlights value of its streaming bundle by increasing price of espn 43 to 999 per month ,2
hyundai unveils its new ioniq 6 ev an electrified streamliner with a unique design take a look ,2
apple music subscribers are getting access to exclusive content from artists like carrie underwood ,2
amazon had a record prime day what wall street and the cnbc investing club think about the numbers ,2
instant pots and roombas are typically hot selling items during amazons prime day event but this year consumers were more interested in dishwasher pods diapers and snacks ,2
amazon plans to start delivering packages by drone in texas later this year ,2
musk says tesla can lower car prices if inflation calms down ,2
amazon reducing its privatelabel items as sales fall wsj ,2
amazon prime day shoppers buy up diapers snacks as inflation shifts consumer habits ,2
amazon plans 4000 more jobs in the uk this year defying tech downturn ,2
general motors is handling production issues on a weekly basis ceo mary barra says ,2
listen now netflix names microsoft as its partner to serve ads what could it mean for both companies listen and follow the cnbctheexchange podcast here or on your favorite podcast platform  ,2
apples new macbook air is a nearperfect update but dont rule out the older model ,2
hyundai unveils new ioniq 6 ev an electrified streamliner with unique design ,2
unacceptable emirates airline slams heathrow airports demand to cut flights refuses to comply ,2
chipmaker intel starts informing customers of pricehike plan ,2
crypto company celsius has filed for chapter 11 bankruptcy protection ,2
amazon says more than 300 million items sold during prime day ,2
latest twitter was down for about an hour thursday morning it appears to have mostly come back online but twitter said its still working to get it back up and running for everyone ,2
facebookowner meta releases first human rights report ,2
general motors will build a network of ev fast chargers at pilot travel centers along us highways ,2
molson coors to return to the super bowl for the first time in more than 30 years ,2
elon musk would be foolish to not cut a compromise deal with twitter jim cramer says ,9
